รหัส,ชื่อหมู่บ้าน,หมู่,ชื่อตำบล,ชื่ออำเภอ,จังหวัด,ประชากร
41060905,ดูน,5,บ้านเชียง,หนองหาน,อุดรธานี,741
41060906,ดงยาง,6,บ้านเชียง,หนองหาน,อุดรธานี,448
41060907,คำอ้อ,7,บ้านเชียง,หนองหาน,อุดรธานี,727
41060908,อ้อมแก้ว,8,บ้านเชียง,หนองหาน,อุดรธานี,467
41060909,ศรีเชียงใหม่,9,บ้านเชียง,หนองหาน,อุดรธานี,73
41060910,ปูลู,10,บ้านเชียง,หนองหาน,อุดรธานี,1136
41060911,เชียง,11,บ้านเชียง,หนองหาน,อุดรธานี,187
41060912,เชียง,12,บ้านเชียง,หนองหาน,อุดรธานี,854
41060913,พิพิภัณฑ์,13,บ้านเชียง,หนองหาน,อุดรธานี,68
41060914,ดูนคำ,14,บ้านเชียง,หนองหาน,อุดรธานี,472
41060915,เชียงพัฒนา,15,บ้านเชียง,หนองหาน,อุดรธานี,807
41060952,เชียง,2,บ้านเชียง,หนองหาน,อุดรธานี,346
41060959,ศรีเชียงใหม่,9,บ้านเชียง,หนองหาน,อุดรธานี,1043
41060961,เชียง,11,บ้านเชียง,หนองหาน,อุดรธานี,431
41060963,พิพิภัณฑ์,13,บ้านเชียง,หนองหาน,อุดรธานี,783
41061001,ยา,1,บ้านยา,หนองหาน,อุดรธานี,474
41061002,หนองผือ,2,บ้านยา,หนองหาน,อุดรธานี,500
41061003,ธาตุ,3,บ้านยา,หนองหาน,อุดรธานี,956
41061004,หัน,4,บ้านยา,หนองหาน,อุดรธานี,997
41061005,ดอน,5,บ้านยา,หนองหาน,อุดรธานี,844
41061006,โนนตูม,6,บ้านยา,หนองหาน,อุดรธานี,234
41061007,โนนธาตุ,7,บ้านยา,หนองหาน,อุดรธานี,282
41061008,หนองบ่อ,8,บ้านยา,หนองหาน,อุดรธานี,562
41061009,บ้านยา,9,บ้านยา,หนองหาน,อุดรธานี,570
41061101,โพนงาม,1,โพนงาม,หนองหาน,อุดรธานี,688
41061102,นิคมหนองตาล,2,โพนงาม,หนองหาน,อุดรธานี,1008
41061103,สระคาม,3,โพนงาม,หนองหาน,อุดรธานี,621
41061104,ทุ่งยั้ง,4,โพนงาม,หนองหาน,อุดรธานี,443
41061105,โคก,5,โพนงาม,หนองหาน,อุดรธานี,692
41061106,หนองสองห้อง,6,โพนงาม,หนองหาน,อุดรธานี,441
41061107,ศาลา,7,โพนงาม,หนองหาน,อุดรธานี,667
41061108,ดงคำ,8,โพนงาม,หนองหาน,อุดรธานี,1014
41061109,ดอนบาก,9,โพนงาม,หนองหาน,อุดรธานี,472
41061110,ดอนยางเดี่ยว,10,โพนงาม,หนองหาน,อุดรธานี,677
41061111,นางิ้ว,11,โพนงาม,หนองหาน,อุดรธานี,588
41061112,หนองดินจี่,12,โพนงาม,หนองหาน,อุดรธานี,325
41061113,โคกสว่างนาดี,13,โพนงาม,หนองหาน,อุดรธานี,1176
41061114,นิคมหนองตาล,14,โพนงาม,หนองหาน,อุดรธานี,504
41061115,โพนงาม,15,โพนงาม,หนองหาน,อุดรธานี,854
41061116,ดงคำ,16,โพนงาม,หนองหาน,อุดรธานี,899
41061117,โคกพัฒนา,17,โพนงาม,หนองหาน,อุดรธานี,846
41061118,ศรีพัฒนา,18,โพนงาม,หนองหาน,อุดรธานี,262
41061119,โพนงามใน,19,โพนงาม,หนองหาน,อุดรธานี,248
41061120,นิคมน้อย,20,โพนงาม,หนองหาน,อุดรธานี,353
41061121,ศาลา,21,โพนงาม,หนองหาน,อุดรธานี,603
41061201,ผักตบ,1,ผักตบ,หนองหาน,อุดรธานี,847
41061202,ผักตบ,2,ผักตบ,หนองหาน,อุดรธานี,1071
41061203,หนองบัวน้อย,3,ผักตบ,หนองหาน,อุดรธานี,469
41061204,หนองกอบง,4,ผักตบ,หนองหาน,อุดรธานี,352
41061205,นาฮัง,5,ผักตบ,หนองหาน,อุดรธานี,676
